,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
764,Image Scientist (SAR focus),$110K-$201K (Glassdoor Est.),"Returning Candidate? Log back in to the Career Portal and click on 'Job Browsing/History' and find the job you're looking for.

2020-020-INT: Image Scientist (SAR focus)

Directorate Intelligence & Defense Solutions
Location Charlottesville, VA
Riverside Research is seeking a full-time mid-level Image Scientist with a focus on the Synthetic Aperture RADAR (SAR) phenomenology in the Charlottesville, VA area. This position will support the Army National Ground Intelligence Center (NGIC) GEOINT production efforts by tackling tough national security challenges using your SAR expertise.

You will be working with a team of nearly 30 Government and contractor GEOINT professionals supporting important operational overseas missions. You will have access to some of the latest image science processing tools, techniques, algorithms, high speed computers, software packages, and robust communications. You will be challenged every day to use your SAR expertise to come up with timely creative new ways to solve national security challenges using SAR remote sensing data. You will collaborate with on-site GEOINT and all-source analysts and other Riverside Research GEOINT professionals who are supporting our other GEOINT Government customers in the Intelligence Community (IC) such as those at the U.S. Air Force National Air and Space Intelligence Center (NASIC). The mission you will support is demanding, but you will be satisfied knowing that your work is helping to save lives and that the SAR solutions that you provide will also be implemented by your peers and junior analysts.

All Riverside Research opportunities require US citizenship.

Job Responsibilities:
• Processes and exploits complex SAR data from remote sensing data sources
• Applies basic to complex exploitation analysis techniques to SAR data
• Applies image science and remote sensing production and development solutions to meet timely intelligence requirements
• Assists in analysis, production, product timeliness and workflow.
• Develops creative new tactics, techniques, and procedures (TTP) to solve national security challenges that face our Outside the Continental United States (OCONUS) warfighter customers.
• Streamlines operations by taking newly developed TTPs from self and other teammates and auto/semi-automating them by developing scripts using the Python language.
• Assists in posting and disseminating product applications to the warfighter and other customers
• Prepares and delivers technical GEOINT/SAR papers and presentations for community sponsored SAR symposiums, meetings, working groups, and collection exercises
• Plans and executes GEOINT tasking and production
• Provide technical guidance and assistance to other GEOINT/SAR analysts helping them focus on a particular customer, target, and region.
• Provide guidance to junior analysts on SAR products and exploitation techniques
• Occasionally assists Riverside Research corporate requirements for acquiring new customers with GEOINT subject matter expertise
• Other duties as assigned.

Qualifications:
• Security Clearance - Top Secret with Eligibility for Top Secret/SCI
• Upon accepting the position, willingness to take a counter-intelligence (CI) polygraph
• Bachelor of Science degree in any of the following fields of study; remote sensing, chemistry, physics, geology, electrical engineering, mechanical engineering, chemical engineering, environmental science, geography and agricultural sciences. Note; in special cases at the discretion of the appropriate Government representative, commiserate experience will be accepted in lieu of educational requirements.
• Years’ Experience: minimum of 8 years
• Experience working in the DoD and/or Intelligence Community: minimum of 2 years
• Intermediate to strong coding skills using the Python language
• Obtain GEOINT Professional Certifications in Fundamentals (GPC-F) within 6 months of hire date.
• Obtain Imagery Science (IS-II) Certification within one year of hire date.
• Comprehensive understanding of the phenomenology associated with SAR data
• Understanding of National and Theater related SAR intelligence assets.
• Strong communications ability
• Ability to work and collaborate in a team environment

Desired Qualifications
• Advanced education and/or training in GEOINT or MASINT software tools and techniques
• Course(s) in advanced analytic thinking
• Intermediate to strong coding skills in other languages such as IDL, MatLab, C++, or C
• Course(s) in advanced analytic thinking

IND1

Riverside Research strives to be one of America’s premier providers of independent, trusted technical and scientific expertise. As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our DoD and Intelligence Community (IC) customers continue delivery of world class programs. As a not-for-profit, technology-oriented Defense Company, we believe service to customers and support of our staff is our mission. Our goal is to serve as a destination company by providing an industry-leading, positive, and rewarding employee experience for all who join us. We aspire to be a valued partner to our customers and to earn their trust through our unwavering commitment to achieve timely, innovative, cost-effective and mission-focused solutions.

All positions at Riverside Research are subject to background investigations. Employment is contingent upon successful completion of a background investigation including criminal history and identity check.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities.

This contractor and subcontractor shall abide by the requirements of 41 CFR 60-300.5(a). This regulation prohibits discrimination against qualified protected veterans, and requires affirmative action by covered contractors and subcontractors to employ and advance in employment qualified protected veterans.

Apply Now",3.4,"Riverside Research Institute
3.4","Charlottesville, VA","Arlington, VA",501 to 1000 employees,1967,Non-profit Organisation,Government Agencies,Government,?5 to ?10 billion (INR),-1
765,High Performance Computing (HPC) Computational Scientist,$110K-$201K (Glassdoor Est.),"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

Interim Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

None

Job Family:

Data Science

Job Description:

At GDIT, people are our differentiator. As an HPC (High Performance Computing) Computational Scientist you will be trusted to support our HPCMP PET program with locations across the USA.

We are a part of the Department of Defense (DoD) High Performance Computing Modernization Program (HPCMP) Productivity Enhancement and Training (PET) initiative. PET enhances the capability and productivity of the HPCMP community through training, collaboration, tool and software development, technology transfer, and outreach.

We currently have a position in Vicksburg, MS for a Computational Scientist.

You will join teams of computational experts representing a critical mass of expertise in key areas of support for the HPCMP. These teams provide deep technical expertise in high performance computing HPC that can be applied to a diverse range of scientific disciplines.

Duties may include the following;
Software Refactoring to Optimize Performance for Emerging Architectures
High Performance Data Analytics (HPDA): Technical support for customer projects that span the range of computational disciplines that require data analytical tools and methods.
Emerging Hardware (HW) Exploration: Supporting the evaluation of emerging hardware for potential deployment
Technical Skills should include the following:
Experience with one or more prominent simulation codes.
Expertise with multiple common scientific computing programming languages and programming models.
Experience with Linux on large scale systems.
Extensive knowledge of HPC and parallel programming techniques (e.g. MPI, OpenMP), in multiple physical science domains.
EDUCATION & EXPERIENCE
Bachelor of Science or higher preferred
3+ years of experience with HPC science or engineering programs
Must be a US citizen and be eligible for a DoD clearance
#GDITPRIORITY

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver - bringing the expertise needed to understand and advance critical missions. We transform - shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there - on the ground, beside our clients, in the lab, and everywhere in between. We offer the technology transformations, strategy, and mission services needed to get the job done. GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.

Scheduled Weekly Hours:

40

Travel Required:

Less than 10%

Telecommuting Options:

Telecommuting Not Allowed

Work Location:

USA MS Vicksburg

Additional Work Locations:

We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5","Vicksburg, MS","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,?500+ billion (INR),"SAIC, Leidos, Northrop Grumman"
766,"Data Engineer (Go, RESTful API, Apache)",$110K-$201K (Glassdoor Est.),"Data Engineer

The mission of Bayer Crop Science is centered on developing agricultural solutions for a sustainable future that will include a global population projected to eclipse 9.6 billion by 2050. We approach agriculture holistically, looking across a broad range of solutions from using biotechnology and plant breeding to produce the best possible seeds, to advanced predictive and prescriptive analytics designed to select the best possible crop system for every acre.

To make this possible, Bayer collects terabytes of data across all aspects of its operations, from genome sequencing, crop field trials, manufacturing, supply chain, financial transactions and everything in between. There is an enormous need and potential here to do something that has never been done before. We need great people to help transform these complex scientific datasets into innovative software that is deployed across the pipeline, accelerating the pace and quality of all crop system development decisions to unbelievable levels.

What you will do is why you should join us:
Be a critical senior member of a data engineering team focused on creating distributed analysis capabilities around a large variety of datasets
Take pride in software craftsmanship, apply a deep knowledge of algorithms and data structures to continuously improve and innovate
Work with other top-level talent solving a wide range of complex and unique challenges that have real world impact
Explore relevant technology stacks to find the best fit for each dataset
Pursue opportunities to present our work at relevant technical conferences
o Google Cloud Next 2019: https://www.youtube.com/watch?v=fqvuyOID6v4
o GraphConnect 2015: https://www.youtube.com/watch?v=6KEvLURBenM
o Google Cloud Blog: https://cloud.google.com/blog/products/containers-kubernetes/google-kubernetes-engine-clusters-can-have-up-to-15000-nodes
Project your talent into relevant projects. Strength of ideas trumps position on an org chart
If you share our values, you should have:
At least 2 years experience with Go
Proven experience (2 years) building and maintaining data-intensive APIs using a RESTful approach
Experience with stream processing using Apache Kafka
A level of comfort with Unit Testing and Test Driven Development methodologies
Familiarity with creating and maintaining containerized application deployments with a platform like Docker
A proven ability to build and maintain cloud based infrastructure on a major cloud provider like AWS, Azure or Google Cloud Platform
Experience data modeling for large scale databases, either relational or NoSQL
Bonus points for:
Experience with protocol buffers and gRPC
Experience with: Google Cloud Platform, Apache Beam and or Google Cloud Dataflow, Google Kubernetes Engine or Kubernetes
Experience working with scientific datasets, or a background in the application of quantitative science to business problems
Bioinformatics experience, especially large scale storage and data mining of variant data, variant annotation, and genotype to phenotype correlation
Location: Creve Coeur, MO or Remote from another location. If local, they must work onsite. Only open to candidates who have prior experience working remotely. Make sure it is clearly listed on the resume where they worked remotely. Please include in the Supplier Partner Summary what tools they used to work remotely.",4.3,"The Syllogisteks Company
4.3","Creve Coeur, MO","Chesterfield, MO",Unknown,1992,Company - Private,Staffing & Outsourcing,Business Services,?1 to ?5 billion (INR),-1
767,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$110K-$201K (Glassdoor Est.),"Join our Defense and Intelligence Solutions Division to pursue the exciting new area of developing the avionics applications and next generation of cyber threat detection capabilities for airborne platforms. Collaborate in a dynamic team environment, developing and testing software for various types of aircraft. Responsibilities and activities will include software development tasks primarily utilizing C/C++. The target platform will be high performance, fault tolerant applications on embedded platforms. Participate in requirements analysis, software design, coding, unit testing, integration, installation and maintenance. Develop new ideas and solve complex problems based on technical and domain experience. Work in teams as well as independently. Work at SwRI laboratories and short-term travel to government facilities / military bases or other customer facilities. Prepare technical documents and support proposal preparations as required. Work assignment is in San Antonio or Oklahoma City.


Education/Experience:


Requires a BS degree in Computer Science, Computer Engineering (must have focus in Computer Science) with 0-5 years of experience. Must have at least a 3.0 GPA. Must have experience or coursework with software development with emphasis on application development utilizing C/C++. Must have the basic knowledge of software development processes including an ability to analyze and translate requirements into an application design, implementation, unit and integration testing, software/hardware integration and software documentation. Exposure to embedded real-time application development as well as cyber detection will be considered. Experience with Python and/or Java desirable. Exposure to agile methodologies, software engineering practices, requirements analysis, software design are desirable. Must have excellent verbal and written communications skills; specially technical communication. Current DoD security clearance is highly desired. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas | Oklahoma City, Oklahoma


For more information about this division, visit the Defense & Intelligence Solutions home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",4.1,"Southwest Research Institute
4.1","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Non-profit Organisation,Research & Development,Business Services,?50 to ?100 billion (INR),"Los Alamos National Laboratory, Battelle, SRI International"
768,SAP Materials Master Data Analyst - Temp,$110K-$201K (Glassdoor Est.),"This is a 6 month temporary assignment.

The Mizuho OSI Way

In 1978, we set out to change the way patients undergo surgery. As a Mizuho OSI customer, you can expect our commitment to the following…

We commit to your satisfaction. If you are dissatisfied, we will strive to make it right.

We do things the right way. We commit to hire people with competence, generosity and a caring attitude. We motivate our employees to use their individual strengths to provide creative solutions, changes, and innovations. We anticipate your needs through customer experiences, thus nurturing our relationships.

Collectively, this creates an environment that enables and inspires healthcare professionals to improve the lives of patients.

Dare to go further. Care to do more.

TOP REASONS TO JOIN THE MIZUHO OSI TEAM
Privately held company with a tradition of market leadership and best-in-class innovation
Fast-paced entrepreneurial culture focused on dramatically improving patient outcomes through personal empowerment
Emphasis on continuous improvement and celebration of our values of R.E.S.P.E.C.T. and the Mizuho Way.
Create innovative solutions designed and manufactured at our HQ in Northern California
POSITION OVERVIEW
The ideal candidate will have a minimum of 1 to 2 full life cycle SAP implementations and have participated or have led roles in blueprint activities, creating SOP, work instructions and training users to maintenance and sustain the master data. In addition be a savvy self-directed and capable individual who’s accustomed to delivering time critical work products.
Bachelor's degree in business, and or in systems applications such as SAP Modules or equivalent work experience
Experience with full life cycle SAP implementations
Formal training or experience with ASAP implementation methodology
Excellent written and oral communication skills
We are looking for you, if you have the ability to:
Hold meetings on Material Master and Item Master Data Management.
Assist with refining Business Process Design for Item Material Master including tactical MDM process.
Coordinate with functional disciplines in OPS/SCM and their IT counterparts.
Identify MDM Classifications of data and assist with identifying local data attributes.
Assist with the MDM governance model, including documenting processes with identified data owners, master process owners and SAP module owners.
Assist with identifying KPIs to improve quality and productivity.
Assist with workflows within MDM tool.
Here is what you will do day-to-day
Analyze business process requirements, design a solution approach in close collaboration with business teams
Write functional specifications and advise business teams of feasible solution designs
Work with IT in unit test efforts and with business in regression test efforts
Deliver BPP and solution documentation for implemented solutions
Work with functional teams (SD, MM, PP, FICO, QM)
Application Configuration and Support
Support SAP modules to meet business needs.
Unit test SAP software applications, including customizations and interfaces
Application Analysis and Design
Assist SAP users analyze and identify business process requirements.
Develop SAP functional application designs and specifications, individually or collaboratively.
Work as a member of cross-functional teams and add value by providing a technical perspective.
Guide Application Developers by recommending ways to design and unit-test applications. (SAP - PLM)
Change Management and Support
Provide QA function by reviewing/testing developer’s work.
Guide users in integrated testing, conference room pilot activities and applications startup activities.
Facilitate the process of change by clarifying new procedures and training system users.
Project Management and Control
Manage small projects, with responsibility for the quality and timeliness of project deliverables
Direct project resources and/or recommend and create internal development procedures and methodologies.
Understand scope and planned estimates of undertaken activities and manage actual time relative to the planned estimates.
Problem Solving:
Plays a key role in the Order to Cash team in the full project lifecycle, from the business blueprint of the project to post support.
Works with business analysts, business SMEs and various process owners to analyze their requirements: prepare and participate in workshops, requirement documentation, functional specifications and configuration documentation.
Provides support for Data extraction, data cleansing and loading
Works closely with IT resources for non-standard SAP objects.
Supports the development of test scripts and provide process expertise during test execution.
Assists and supports training document creation.
Finalizes the MDM configuration element s and triggers and support the solution after implementation.
Understand, follow and support Mizuho OSI’s internal Quality System policies, procedures and work instructions including but not limited to applicable external regulations (21 Code of Federal Regulations Part 820 Quality System Regulations and applicable International Standards).
What you will need to be successful in this role:
A minimum of 5 years of SAP process and configuration experience in Sales & Distribution, Materials Management, Production Planning and Quality Management modules and MDM.
Experience in at least 2 full life cycle implementations of SAP.
Experience in supporting all phases of SAP project life cycle including blueprint, design, build, test, deployment and support.
Experience in developing blueprint documentation, functional designs, test plans and scenarios as well as executing the tests.
Experience in and data validations during testing and implementation
Strong knowledge/experience in 1 additional SAP module is a must.
Experience with integration testing and implementation.
Thorough business understanding of Supply Chain processes.
Familiarity with SAP architecture.
Strong verbal and written communications skills, with an ability to express complex business concepts in technical terms.
Strong analytical, problem solving, and conceptual skills.
Strong interpersonal skills; ability to work well on cross functional project teams.
Experience in the construction and distribution industry.
What you need to be prepared for:

The physical demands are representative of those needed to perform the essential functions of the job in an office environment. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

NOTE: This job description in no way states or implies that these are the only duties or functions to be performed by the incumbent. Employees will be required to follow any other job-related instructions and to perform any other job-related duties/functions requested by their supervisor.",3.1,"Mizuho OSI
3.1","Union City, CA","Union City, CA",201 to 500 employees,1978,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,"Skytron, STERIS, Hill-Rom"
769,"Head Data Scientist, Predictive Analytics Lead AI Innovation Lab",$110K-$201K (Glassdoor Est.),"15-Apr-2020

Job ID
279335BR
{""QuestionName"":""Job Description"",""AnswerValue"":""Two companies and one incredible alliance. Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop transformative medicines faster and more cost-effectively for patients worldwide.

We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics.

In this newly formed alliance with Microsoft, you will lead Causal & Predictive analytics capabilities for Novartis .

In this newly created role, you will:

• Build Novartis’ Causal & Predictive center of excellence to make it a team of international reputation.

• Take a hands-on role and coach data science teams to deliver on highly visible multiple projects.

• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions.
• Facilitate design and creation of knowledge repositories
• Collaborate with the digital and DSAI teams
• Coach and mentor associates
• Inspire others on culture change

Why consider Novartis?
750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?

We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.

We are Novartis. Join us and help us reimagine medicine.

Posting Title
Head Data Scientist, Predictive Analytics Lead AI Innovation Lab",3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,?500+ billion (INR),-1
770,Senior Data Scientist 4 - Artificial Intelligence,$110K-$201K (Glassdoor Est.),"*Organization and Job ID**
Job ID: 310856

Directorate: National Security Directorate

Division: Computing & Analytics

Group: Data Sciences and Analytics
*Job Description**
Do you want to create a legacy of meaningful research for the greater good? Do you want to lead and contribute to work in support of an organization that addresses some of todays most challenging problems that face our Nation? Then join us in the Data Sciences and Analytics Group at the Pacific Northwest National Laboratory (PNNL)!

For more than 50 years, PNNL has advanced the frontiers of science and engineering in the service of our nation and the world in the areas of energy, the environment and national security. PNNL is committed to advancing the state-of-the-art in artificial intelligence through applied machine learning and deep learning to support scientific discovery and our sponsors missions. Help us advance this frontier and protect our nation!

Data science at the Pacific Northwest National Laboratory (PNNL) addresses critical national and global issues by applying scientific and mathematical techniques to multiple data sources and communicating the finding to our sponsors and the academic community. This position requires thought leadership and technical depth to support the sponsors of PNNLs National Security Directorate in the development and advancement of data science and artificial intelligence research. Research of interest includes the development, implementation, and resulting analyses of national security capabilities related to remote sensing, human language technologies, computer vision, image/video understanding and other related fields.

The data scientist in artificial intelligence should have the following attributes:

+ Familiar with existing deep learning libraries (e.g., TensorFlow, PyTorch, Caffe2) and machine learning packages (i.e. sklearn)

+ Experience applying machine learning and artificial intelligence techniques to domain specific applications, such as natural language processing, remote-sensing and geo-spatial intelligence, social computing, time series prediction, computer vision, etc.

+ Ability to contribute that knowledge to the academic and research strength of PNNL and have experience writing scientific publications demonstrating their insight and discovery (e.g., publication in conferences such as NeurIPS, ICML, ICLR, KDD, CVPR, ICCV, ECCV, ACL, ICWSM, EMNLP, NAACL, EACL, COLING, and SIGIR is preferred)

_Discipline, principal job duties/expectations, and qualitative and quantitative measures of performance that_ **_exceed_** _the Functional Descriptor:_

+ This position will require interactions with Government, military, and industry officials nationwide for a variety of programs, projects, and tasks, including technical and programmatic concept development, planning, coordination, integration, and execution that can be supported by data science and deep learning techniques.
*Minimum Qualifications**
+ Bachelors degree with 7 years of experience, Masters with 5 years of experience or PHD with 3 years of experience
*Preferred Qualifications**
+ Active Federal Q Clearance and ability to maintain such clearance.
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
*Other Information**
This position requires the ability to obtain and maintain a federal security clearance.

Requirements:
U.S. Citizenship
Background Investigation: Applicants selected will be subject to a Federal background investigation and must meet eligibility requirements for access to classified matter in accordance 10 CFR 710, Appendix B.
Drug Testing: All Security Clearance (L or Q) positions will be considered by the Department of Energy to be Testing Designated Positions which means that they are subject to applicant, random, and for cause drug testing. In addition, applicants must be able to demonstrate non-use of illegal drugs, including marijuana, for the 12 consecutive months preceding completion of the requisite Questionnaire for National Security Positions (QNSP).
Note: Applicants will be considered ineligible for security clearance processing by the U.S. Department of Energy until non-use of illegal drugs, including marijuana, for 12 consecutive months can be demonstrated.

_Directorate:_ _National Security_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Data Sciences & Analytics_

_Opening Date:_ _2020-05-11_

_Closing Date:_ _2020-09-07_",3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",?50 to ?100 billion (INR),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory"
771,Sr Data Engineer,$110K-$201K (Glassdoor Est.),"Group O is seeking a strong candidate in the job of Senior Data Engineer for a Group O partner in San Antonio, TX. In this role, you will be a valuable expert in data coding and ETL and will lead the development of data models, structures, and data wrangling.

Responsibilities
Implementation including loading from disparate data sets, pre-processing using Hive and Pig
Scope and deliver various Big Data solutions
Design solutions based on high-level architecture
Manage technical communications between clients (technical and non-technical) and internal teams
Building a cloud-based platform that allows easy development of new applications
Collaborate with developers, subject matter experts, and business users in gathering and documenting requirements for data extraction and transformation
Perform code reviews, analyze execution plans, improve ETL jobs efficiencies, correct ETL defects and respond quickly to fixes and enhancement requests
Follow design standards for ETL and ELT processes
Analyze, assess and implement changes to existing solutions in response to business changes
Perform data research and analysis to find insights
Analyze data models to identify variances and discrepancies
Design, update, and maintain data sets
Work with geographically distributed team structure in a fast paced and challenging environment; multi-task and work under pressure
Communicate results with internal and external stakeholders

Qualifications:
An ideal candidate will have experience leading data quality assessment, will be a strong problem-solver and will have excellent interpersonal and communications skills.
Over 5 years of demonstrable experience designing technological solutions to complex data problems, developing & testing modular, reusable, efficient and scalable code to implement those solutions.
Strong understanding and experience in distributed computing frameworks, particularly Apache Hadoop 2.0 (YARN; MR & HDFS) and associated technologies -- one or more of Hive, Sqoop, Avro, Flume, Oozie, Zookeeper, etc.
Strong background with ETL Design and coding for Data loading, Data cleansing, Data Validation
Proficiency in SQL, SAS, R and Python – with preference to SQL
Previous experience designing custom deliverables based on user requirements
Excellent written and verbal communication skills – must be able to communicate fluently in English both verbally and in writing
Strong analytical and statistical analysis skills to extract insights and recommendations
Strong problem-solving skills, and the ability & confidence to hack their way out of tight corners
Insurance domain experience is preferred",3.1,"Group O
3.1","San Antonio, TX","Milan, IL",1001 to 5000 employees,1974,Company - Private,Staffing & Outsourcing,Business Services,?50 to ?100 billion (INR),-1
772,Senior Machine Learning Engineer,$110K-$201K (Glassdoor Est.),"Hiretual is an AI-powered talent data system for enterprises. It has been recognized as one of the best data management SaaS for talent acquisition in the market and trusted by 100+ Fortune 500 customers(Amazon, Nike, Paypal, Intel, etc.)
As a machine learning engineer, you will join the core engineering team to develop the algorithm, framework, and product intelligence towards an AI and data-driven SaaS. You will be working with top AI researchers and infrastructure gurus to explore unlimited career space.
You must have:
A Ph.D. degree in computer science, math, physics, or related majors.
4-6 years of full-time working experience in the industry
Developed and launched AI product

It would be best if you were an expert at one of the following:
Knowledge discovery and information retrieval: entity recognition, relation extraction, and knowledge learning from unstructured data
Machine learning-powered recommendation systems and ranking algorithms: content-based recommendation, collaborative filtering, etc.
Natural Language Processing (NLP): deep learning and statistical learning
Deep Graph Learning
Benefits:
Unlimited growth/promotion space
Competitive salary and options
401k plan with a 3% contribution
Free daily lunch & dinner
Comprehensive medical, dental, and life insurance with 100% coverage
Generous PTO policy
Commuter benefits
Fun, collaborative, and energetic team environment with a nice office environment
Fun events for the family!",3.1,"Hiretual
3.1","Mountain View, CA","Mountain View, CA",1 to 50 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
773,Senior Big Data Engineer,$110K-$201K (Glassdoor Est.),"Absolute Software is looking for a Senior Big Data Engineer who will be responsible for designing, developing and building a robust data pipeline infrastructure required for optimal extraction, transformation, loading data from different data sources for our security analytics platform.

Also, you will have the opportunity to learn and apply cutting-edge AI technologies to solve real-world security issues in live enterprise environments. You will take ownership of large software components, help in the design of the architecture, apply your knowledge to functional design, utilize your programming skills for efficient and robust implementation, and guarantee the quality assurance in the whole software development cycle.

Responsibilities
Design, construct, test and maintain robust, reliable, and scalable data pipeline infrastructure
Ensure all systems meet the project requirements as well as industry practices
Investigate and integrate up-and-coming big data technologies into existing requirements
Recommend different ways to constantly improve data reliability and quality
Install/update system and component fault-tolerant procedures
Employ an array of technological tools to integrate with 3rd-party data systems
Research new uses for existing data
Develop set processes for data mining, data modeling, and data production
Collaborate with members of your team (e.g., data architects, data scientists, security researchers) on the project’s goals
Qualifications
5+ years of experience in design and implementation of robust and reliable big data infrastructure at scale, especially in supporting inline data ingestion, correlation, and aggregation of data from different data sources
Experience with designing real time and batch log analytics and search solutions using ELK stack
Experience with design, implementation, deployment and management of large Elasticsearch clusters and ELK solutions
Experience with performance tuning and optimization of Elasticsearch clusters
Experience with integration of Elasticsearch with Hadoop, RDBMS, Streaming technologies such as Kafka, Redis as well as and Data Science/Machine Learning frameworks at scale
Current hands-on experience with at least two coding and scripting languages e.g. Python, Java, Scala, Shell Scripting
Why Work For Us:

Absolute is the new standard for endpoint visibility and control, delivering self-healing endpoint security, always-connected IT asset management, and continuous data visibility—both on and off the network. Unlike other endpoint security agent solutions that can be corrupted, compromised or deleted, Absolute can self-heal itself and other critical applications through our patented Persistence technology that is embedded in the firmware of over 1 billion endpoints. No other security company can make this claim.

Headquartered in Vancouver, Canada with international offices in Austin, Texas, Reading, UK and Ho Chi Minh City, Vietnam, we are a collaborative and innovative place to make your mark in the world of security. Our agile, high energy culture rewards top performance and the contributions of those passionate about our collective growth and success. We celebrate our wins in our large common areas where we hold engineering hackathons, end of quarter celebrations, and monthly socials. We believe in a good work / life balance which is reflected in our annual employee retreat where it’s all about friends and family. To learn more about Absolute, visit our website at www.absolute.com or visit our YouTube channel.

Absolute is an equal opportunity employer.",3.5,"Absolute
3.5","San Jose, CA","Vancouver, Canada",201 to 500 employees,1993,Company - Public,Computer Hardware & Software,Information Technology,?10 to ?50 billion (INR),-1
